2020-09-07 18:40:36.624765: LOGGING STARTED
-0.94,7.53,6.21
-0.94,7.52,6.22
-0.94,7.51,6.22
-0.94,7.52,6.22
-0.95,7.52,6.22
-0.94,7.51,6.22
-0.95,7.52,6.22
-0.95,7.52,6.21
-0.95,7.52,6.21
-0.95,7.52,6.22
-0.95,7.52,6.21
-0.94,7.52,6.22
-0.94,7.52,6.21
-0.94,7.52,6.21
-0.94,7.52,6.21
-0.94,7.52,6.21
-0.94,7.52,6.21
-0.94,7.52,6.21
-0.93,7.52,6.22
-0.94,7.52,6.22
-0.94,7.51,6.22
-0.93,7.52,6.22
-0.94,7.52,6.21
-0.94,7.52,6.21
-0.93,7.52,6.21
-0.94,7.52,6.21
-0.94,7.51,6.22
-0.94,7.52,6.22
-0.93,7.52,6.22
-0.93,7.52,6.21
-0.94,7.52,6.21
-0.93,7.52,6.22
-0.94,7.52,6.21
-0.93,7.52,6.22
-0.93,7.56,6.16
-0.92,7.85,5.81
-0.95,7.63,6.07
-0.85,7.57,6.17
-0.70,7.64,6.11
-0.49,7.61,6.12
-0.41,7.45,6.43
-0.37,7.44,6.38
-0.19,7.45,6.40
-0.55,7.53,6.29
-0.95,7.53,6.13
-1.01,7.56,6.19
-1.06,7.55,6.14
-1.11,7.56,6.14
-1.09,7.53,6.18
-0.98,7.54,6.21
-1.01,7.54,6.15
-0.92,7.58,6.13
-0.91,7.56,6.22
-0.89,7.57,6.13
-0.97,7.55,6.18
-0.99,7.59,6.15
-1.01,7.58,6.13
-1.06,7.54,6.15
-1.15,7.49,6.22
-1.48,7.38,6.33
-1.48,7.59,6.03
-1.62,7.57,6.00
-1.57,7.59,6.06
-1.64,7.66,5.94
-1.58,7.62,5.94
-1.76,7.63,5.94
-2.00,7.60,5.90
-2.19,7.58,5.89
-2.19,7.61,5.87
-1.86,7.64,5.88
-1.15,7.64,6.04
-0.97,7.65,6.08
-1.03,7.62,6.07
-0.97,7.63,6.07
-0.96,7.60,6.21
-1.04,7.51,6.21
-1.67,7.55,6.05
-1.10,8.07,5.56
-0.71,7.15,4.77
-1.15,7.91,5.71
-0.49,8.01,5.13
-1.04,7.48,6.17
-1.21,7.61,6.06
-1.16,7.39,6.16
-1.22,7.42,6.32
-1.21,7.48,6.26
-1.13,7.48,6.18
-1.25,7.54,6.11
-1.25,7.57,6.07
-1.26,7.63,5.98
-1.15,7.55,6.12
-1.26,7.46,6.20
-1.26,7.51,6.20
-1.31,7.46,6.21
-1.22,7.44,6.30
-1.18,7.46,6.26
-1.20,7.48,6.15
-1.20,7.56,6.20
-1.17,7.53,6.15
-1.05,7.64,5.98
-1.12,7.68,6.07
-1.22,7.57,6.10
-1.22,7.50,6.15
-1.36,7.54,6.16
-1.34,7.46,6.20
-1.21,7.25,6.52
-0.86,7.38,6.33
-1.09,7.56,6.16
-1.21,7.57,6.11
-1.29,7.58,6.06
-1.33,7.48,6.18
-1.35,7.36,6.32
-1.34,7.36,6.33
-1.36,7.34,6.47
-1.34,7.38,6.22
-1.31,7.45,6.26
-1.31,7.57,6.11
-1.36,7.38,6.29
-1.54,7.38,6.22
-1.73,3.84,8.82
-0.15,3.12,9.34
0.79,3.85,8.91
0.52,3.16,9.26
0.17,3.38,9.18
0.01,3.28,9.23
-0.35,2.75,9.40
-2.07,4.22,8.44
-0.28,6.68,6.56
-0.33,6.32,7.47
0.66,6.59,7.12
0.04,6.51,7.37
