2020-09-07 16:28:43.765864: LOGGING STARTED
-0.36,0.20,9.85
-0.37,0.19,9.84
-0.37,0.19,9.84
-0.37,0.19,9.84
-0.37,0.19,9.84
-0.37,0.19,9.84
-0.36,0.19,9.83
-0.36,0.19,9.83
-0.37,0.20,9.83
-0.36,0.20,9.83
-0.36,0.20,9.82
-0.36,0.20,9.82
-0.36,0.20,9.82
-0.36,0.20,9.82
-0.36,0.20,9.82
-0.35,0.20,9.82
-0.35,0.20,9.82
-0.35,0.20,9.82
-0.35,0.20,9.82
-0.35,0.20,9.82
-0.35,0.21,9.82
-0.35,0.20,9.82
-0.35,0.20,9.82
-0.34,0.21,9.82
-0.34,0.20,9.82
-0.34,0.21,9.82
-0.35,0.20,9.82
-0.35,0.21,9.82
-0.35,0.21,9.82
-0.34,0.21,9.82
-0.46,-1.80,9.38
-0.25,-9.45,0.78
-0.27,-9.59,-0.01
-0.27,-9.59,-0.23
-0.27,-9.58,-0.09
-0.28,-9.59,-0.19
-0.24,-8.66,-3.49
-0.34,-1.99,-9.65
-0.29,0.14,-10.22
-0.29,0.14,-10.19
-0.29,0.14,-10.20
-0.29,0.14,-10.19
-0.29,0.14,-10.19
-0.30,0.03,-10.18
0.05,-0.19,-10.18
-0.07,0.02,-10.19
-0.44,-0.00,-10.25
-9.37,0.04,0.25
-9.81,0.07,0.86
-9.81,0.07,0.82
-9.72,0.06,1.23
-3.18,0.09,8.62
-0.34,0.09,9.82
-0.34,0.09,9.83
-0.33,0.09,9.83
-0.34,0.09,9.83
-0.34,0.09,9.83
-0.34,0.09,9.83
-0.34,0.09,9.83
